	V1	V2	V3	c("", "Users", "junninghu", "Documents", "Cancer-Hallmark-Gene-Analysis", "mRNA", "scaled", "expression.txt")_pvalue	c("", "Users", "junninghu", "Documents", "Cancer-Hallmark-Gene-Analysis", "mRNA", "scaled", "expression.txt")_HR	c("", "Users", "junninghu", "Documents", "Cancer-Hallmark-Gene-Analysis", "mRNA", "scaled", "expression.txt")_CI_low	c("", "Users", "junninghu", "Documents", "Cancer-Hallmark-Gene-Analysis", "mRNA", "scaled", "expression.txt")_CI_high	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100	V101	V102	V103	V104	V105	V106	V107
195	CUL3	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	1																																																																																																							
196	CUL4A	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	1																																																																																																							
197	CUL5	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	1																																																																																																							
198	CYFIP2	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	1																																																																																																							
199	CYLD	HALLMARK_APOPTOSIS	Genes mediating programmed cell death (apoptosis) by activation of caspases.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
200	DAD1	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	0.317310507862914	0	0	Inf																																																																																																				
201	DAP	HALLMARK_APOPTOSIS	Genes mediating programmed cell death (apoptosis) by activation of caspases.	0.317310507862914	0	0	Inf																																																																																																				
202	DAP3	HALLMARK_APOPTOSIS	Genes mediating programmed cell death (apoptosis) by activation of caspases.	0.317310507862914	0	0	Inf																																																																																																				
203	DBF4	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	1																																																																																																							
204	DCK	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	1																																																																																																							
205	DCLRE1B	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
